evidence_id,formula,query,title,journal,year,doi,url,abstract_snippet,evidence_type,relevance_note,data_status,publisher,issn,discovery_scope,topic,material_system_hint
LIT-MULTI-0059,TiN,TiN coating corrosion NaCl,Enhanced Corrosion Protection of Mild Steel Using a Sn-Graphene Oxide Composite Coating.,,2026.0,10.1021/acsomega.6c01083,https://doi.org/10.1021/acsomega.6c01083,"Sn-graphene oxide (Sn-GO) composite coatings were electrodeposited on mild steel to improve the corrosion resistance of tin-based protective layers. Graphene oxide was synthesized and characterized by X-ray diffraction (XRD) and Fourier transform infrared spectroscopy (FTIR), confirming its characteristic structural features and oxygen-containing functional groups. The electrodeposition parameters, including current ",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0060,TiN,TiN coating corrosion NaCl,Unveiling the corrosion inhibition mechanism of titanium nitride composite carbon dots in saline-alkali environments: An experimental and theoretical study.,,2026.0,10.1016/j.jcis.2026.140975,https://doi.org/10.1016/j.jcis.2026.140975,"The salt-alkali environment induces corrosion due to incomplete passivation film formation on metal surfaces, enabling corrosive ion penetration. Despite its widespread use as a high-performance coating for metal anti-corrosion, titanium nitride (TiN) has seen minimal adoption in corrosion inhibitor applications. Carbon dots (CDs), an eco-friendly category of nanomaterials, exhibit significant inhibitive potential. B",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0061,CrN,CrN coating corrosion NaCl,Investigations of CrN/TiO&lt;sub&gt;2&lt;/sub&gt; Coatings Obtained in the Hybrid PVD/ALD Process on 316L Steel Substrates.,,2026.0,10.3390/ma19101921,https://doi.org/10.3390/ma19101921,"Chromium nitride (CrN) can be used as a coating material deposited via physical vapour deposition (PVD), thereby improving the corrosion and wear resistance of the substrate. However, this level of corrosion protection may not be sufficient in an aggressive corrosion environment. The coatings often contain intrinsic microstructural defects, such as microcraters, which can serve as pathways for the corrosive medium to",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0062,CrN,CrN coating corrosion NaCl,Effect of H13 Surface Roughness on the Microstructure and Initial Corrosion Behavior of CrAlN Coatings,,2026.0,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12985818/?tool=EBI,,Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0063,CrN,CrN coating corrosion NaCl,Corrosion mechanism investigation of TiAlN/CrN superlattice coating by multi-arc ion plating in 3.5 wt% NaCl solution,Surface and Coatings Technology,2020.0,10.1016/j.surfcoat.2020.125660,https://doi.org/10.1016/j.surfcoat.2020.125660,,Crossref 文献元数据,题名命中材料化学式或材料缩写，仍需人工复核实验条件,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0064,CrN,CrN coating corrosion NaCl,Effect of Si addition to CrN coatings on the corrosion resistance of CrN/stainless steel coating/substrate system in a deaerated 3.5 wt.% NaCl solution,Surface and Coatings Technology,2007.0,10.1016/j.surfcoat.2007.04.005,https://doi.org/10.1016/j.surfcoat.2007.04.005,,Crossref 文献元数据,题名命中材料化学式或材料缩写，仍需人工复核实验条件,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0065,AlN,AlN coating corrosion coating,Effect of H13 Surface Roughness on the Microstructure and Initial Corrosion Behavior of CrAlN Coatings,,2026.0,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12985818/?tool=EBI,,Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0066,AlN,AlN coating corrosion coating,Tribological and Corrosion Properties of Coatings of Ultradisperse TiB&lt;sub&gt;2&lt;/sub&gt;-TiAl Electrodes with Nanosized Additives Deposited on Ti-Gr2 by Non-Contact Electrospark Deposition.,,2026.0,10.3390/ma19081652,https://doi.org/10.3390/ma19081652,"In this work, the tribological and corrosion behavior of commercially pure titanium-Ti-Gr2 with coatings obtained by mechanized contactless local electrospark deposition (LESD) with low pulse energy and a rotating electrode of TiB2-TiAl reinforced with ZrO2 and NbC nanoparticles was investigated. The current research is driven by the need for improved corrosion and abrasion resistance of titanium surfaces in automoti",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0067,Al2O3,Al2O3 coating corrosion protection,Development and Research of Anti-Corrosion Polymer Coatings with Microdefect Blocking Effect.,,2026.0,10.3390/polym18111292,https://doi.org/10.3390/polym18111292,"Corrosion of materials is a global issue affecting various industries. It leads to a gradual decline in the durability and reliability of materials, resulting in significant economic losses and posing serious risks to human health. To address the challenge of enhancing reliability and durability when materials are exposed to aggressive environments, this study developed new polymer protective coatings. These coatings",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0068,Al2O3,Al2O3 coating corrosion protection,Investigations of CrN/TiO&lt;sub&gt;2&lt;/sub&gt; Coatings Obtained in the Hybrid PVD/ALD Process on 316L Steel Substrates.,,2026.0,10.3390/ma19101921,https://doi.org/10.3390/ma19101921,"Chromium nitride (CrN) can be used as a coating material deposited via physical vapour deposition (PVD), thereby improving the corrosion and wear resistance of the substrate. However, this level of corrosion protection may not be sufficient in an aggressive corrosion environment. The coatings often contain intrinsic microstructural defects, such as microcraters, which can serve as pathways for the corrosive medium to",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0069,Cr2O3,Cr2O3 coating corrosion protection,Hot Corrosion of NiCrAlY and NiCrAlY/YSZ Coatings Under Na&lt;sub&gt;2&lt;/sub&gt;SO&lt;sub&gt;4&lt;/sub&gt; and Na&lt;sub&gt;2&lt;/sub&gt;SO&lt;sub&gt;4&lt;/sub&gt; + NaCl Salt Deposits at 900 °C.,,2026.0,10.3390/ma19091701,https://doi.org/10.3390/ma19091701,"Two types of coatings, NiCrAlY and NiCrAlY/YSZ, were fabricated on the surface of M247 alloy by the atmospheric plasma spraying (APS) technique. Under pure Na2SO4 and 25 wt.% NaCl-containing mixed salt deposits at 900 °C in air, the M247 alloy underwent rapid catastrophic corrosion. The non-protective corrosion products formed on the surface included NiO and (Ni,Co)Cr2O4 spinel. The hot corrosion of M247 under the pu",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0070,Cr2O3,Cr2O3 coating corrosion protection,Hot corrosion and cyclic oxidation behavior of CoMoCrSi + Cr₃C₂ composite coatings on MDN 420 steel by HVOF spray process.,,2026.0,10.1038/s41598-026-45658-z,https://doi.org/10.1038/s41598-026-45658-z,The CoMoCrSi + Cr₃C₂ coating was applied to MDN 420 steel using High-Velocity Oxy-Fuel (HVOF) spraying after subjecting the CoMoCrSi feedstock to high-energy ball milling (HEBM). This process enhanced the formation of hard intermetallic Laves phases and reduced particle size to 60.12 μm. The study focused on the coating’s performance in its as-sprayed condition and after exposure to oxidation and hot corrosion with m,Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0071,TiO2,TiO2 coating corrosion protection,Investigations of CrN/TiO&lt;sub&gt;2&lt;/sub&gt; Coatings Obtained in the Hybrid PVD/ALD Process on 316L Steel Substrates.,,2026.0,10.3390/ma19101921,https://doi.org/10.3390/ma19101921,"Chromium nitride (CrN) can be used as a coating material deposited via physical vapour deposition (PVD), thereby improving the corrosion and wear resistance of the substrate. However, this level of corrosion protection may not be sufficient in an aggressive corrosion environment. The coatings often contain intrinsic microstructural defects, such as microcraters, which can serve as pathways for the corrosive medium to",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0072,TiO2,TiO2 coating corrosion protection,Superior synergistic corrosion inhibition of brass in NaCl solution by 2-mercaptobenzothiazole and TiO&lt;sub&gt;2&lt;/sub&gt; nanoparticles compared with SiO&lt;sub&gt;2&lt;/sub&gt;.,,2026.0,10.1038/s41598-026-55234-0,https://doi.org/10.1038/s41598-026-55234-0,"2-Mercaptobenzothiazole (MBT) combined with nanoparticles exhibits a synergistic corrosion inhibition effect for brass in 3.5% NaCl solution. The corrosion behavior was evaluated using open circuit potential (OCP), electrochemical impedance spectroscopy (EIS), and potentiodynamic polarization techniques. The inhibition efficiency increased with MBT concentration (0-20 ppm), reaching 97.4% at 20 ppm. The addition of 1",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0073,ZrO2,ZrO2 coating corrosion protection,Electrochemical corrosion performance and microhardness of the electrodeposited Ni-CeO2 and Ni-ZrO2 nanocomposite coatings on the AA2219 aluminum alloy,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC13093885/?tool=EBI,,Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0074,ZrO2,ZrO2 coating corrosion protection,Study on the Wear and Corrosion Resistance of PEO/SAM/MWCNTs Composite Coating on TC4/Mg Interpenetrating Composite.,,2026.0,10.3390/ma19112292,https://doi.org/10.3390/ma19112292,"To address the severe wear and galvanic corrosion of TC4/Mg three-dimensional interpenetrating composites caused by the potential difference and hardness disparity between the two phases, this work proposes a hybrid surface modification strategy combining plasma electrolytic oxidation (PEO) with a self-assembled monolayer (SAM) doped with multi-walled carbon nanotubes (MWCNTs). A PEO ceramic coating was first grown i",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0075,SiO2,SiO2 coating corrosion protection,Superior synergistic corrosion inhibition of brass in NaCl solution by 2-mercaptobenzothiazole and TiO&lt;sub&gt;2&lt;/sub&gt; nanoparticles compared with SiO&lt;sub&gt;2&lt;/sub&gt;.,,2026.0,10.1038/s41598-026-55234-0,https://doi.org/10.1038/s41598-026-55234-0,"2-Mercaptobenzothiazole (MBT) combined with nanoparticles exhibits a synergistic corrosion inhibition effect for brass in 3.5% NaCl solution. The corrosion behavior was evaluated using open circuit potential (OCP), electrochemical impedance spectroscopy (EIS), and potentiodynamic polarization techniques. The inhibition efficiency increased with MBT concentration (0-20 ppm), reaching 97.4% at 20 ppm. The addition of 1",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0076,SiO2,SiO2 coating corrosion protection,Fabrication of Breathable Coating and Its Hydrophobization Applied for the Rust Stabilization of Weathering Steels.,,2026.0,10.3390/polym18111379,https://doi.org/10.3390/polym18111379,"The self-formed rust layer is significant for weathering steels because their corrosion resistance in a marine atmospheric environment mainly relies on the stability, uniformity and compactness of the rust layer. However, the initial stage of rust formation is vulnerable and prone to being disturbed by the external environment, compromising the protectiveness of the rust layer at a later stage. Therefore, weathering ",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0077,SiC,SiC coating corrosion wear,The effectiveness of Ni@SiTiCNO nanocomposite coating for protecting steel used in agricultural machinery dealing with animal waste.,,2026.0,10.1038/s41598-026-47435-4,https://doi.org/10.1038/s41598-026-47435-4,"Because corrosive environments are created, agricultural equipment used in livestock farms and poultry houses that handle animal waste is vulnerable to corrosion. Therefore, the purpose of this work was to increase the corrosion resistance of AISI 1020 low-carbon steel by applying protective Ni@SiTiCNO nanocomposite coatings using the electrodeposition technique, where ‘@’ denotes the incorporation of nanoparticles i",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0078,SiC,SiC coating corrosion wear,Effect of multilayer laser cladding on the microstructure and wear resistance of SiC/Ni60A coatings.,,2026.0,10.1038/s41598-026-43832-x,https://doi.org/10.1038/s41598-026-43832-x,"A fiber laser was used to perform multiple laser cladding passes on AISI 1045 steel to fabricate SiC particle-reinforced Ni60A alloy coatings. The microstructure and phase composition of the cladding layers were analyzed using optical microscopy, X-ray diffraction scanning electron microscopy and energy-dispersive spectroscopy. The microhardness and wear performance of coatings with different numbers of cladding laye",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0079,TiC,TiC coating corrosion wear,The effectiveness of Ni@SiTiCNO nanocomposite coating for protecting steel used in agricultural machinery dealing with animal waste.,,2026.0,10.1038/s41598-026-47435-4,https://doi.org/10.1038/s41598-026-47435-4,"Because corrosive environments are created, agricultural equipment used in livestock farms and poultry houses that handle animal waste is vulnerable to corrosion. Therefore, the purpose of this work was to increase the corrosion resistance of AISI 1020 low-carbon steel by applying protective Ni@SiTiCNO nanocomposite coatings using the electrodeposition technique, where ‘@’ denotes the incorporation of nanoparticles i",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0080,TiC,TiC coating corrosion wear,Laser-Deposited Multilayer Coatings for Brake Discs: Corrosion Performance of 316L/430L Systems Reinforced with WC and TiC Particles.,,2025.0,10.3390/ma19010024,https://doi.org/10.3390/ma19010024,"Grey cast iron brake discs are widely used in automotive applications due to their excellent thermal and mechanical properties. However, stricter environmental regulations such as Euro 7 demand improved surface durability to reduce particulate emissions and corrosion-related failures. This study evaluates multilayer coatings fabricated by Laser Metal Deposition (LMD) as a potential solution. Two multi-layer systems w",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0081,TiAlN,TiAlN coating corrosion,Synergistic Optimization of Adhesion Resistance and Cutting Performance of Textured Tools with TiAlN Coating.,,2026.0,10.1021/acs.langmuir.5c04749,https://doi.org/10.1021/acs.langmuir.5c04749,"2.25Cr1Mo0.25V steel, known for its high strength, corrosion resistance, and structural stability, is commonly used in petrochemical and nuclear power equipment. High-temperature/high-pressure cutting often induces severe rake-face wear and adhesive deterioration of the tool. This study presents a carbide tool incorporating a composite microtexture with a TiAlN coating and explores its synergistic optimization mechan",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0082,TiAlN,TiAlN coating corrosion,"Nitrogen Partial Pressure-Controlled Deposition of TiMoSiN Coatings via Arc Ion Plating: Mechanical, Tribological, and Corrosion-Resistant Properties.",,2026.0,10.3390/ma19112196,https://doi.org/10.3390/ma19112196,"TiN coatings have been widely employed in cutting tools due to their high hardness and excellent wear resistance. While most research on nitride coatings has focused on binary (e.g., TiN) and ternary (e.g., TiAlN, TiSiN) systems, the quaternary TiMoSiN system remains comparatively underexplored. In response to the growing demand for comprehensive coating performance under increasingly complex working conditions, this",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0083,WC,WC coating corrosion wear,"Editorial for Special Issue ""Research on Friction, Wear and Corrosion Properties of Materials"".",,2026.0,10.3390/ma19102044,https://doi.org/10.3390/ma19102044,"In the field of materials engineering, friction, wear, and corrosion are key factors that constrain the service performance and lifespan of materials, and have long been extensively studied by both academia and industry [...].",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0084,WC,WC coating corrosion wear,Corrosion Behavior of HVAF-Sprayed WC-10Co-4Cr Coatings in H&lt;sub&gt;2&lt;/sub&gt;SO&lt;sub&gt;4&lt;/sub&gt; and HNO&lt;sub&gt;3&lt;/sub&gt; Environments.,,2026.0,10.3390/ma19112343,https://doi.org/10.3390/ma19112343,"Three WC-10Co-4Cr coatings with different WC grain sizes were prepared by high-velocity air-fuel (HVAF) spraying. The corrosion behaviors were systematically evaluated in 0.2 mol/L H2SO4 and 0.4 mol/L HNO3 solutions through immersion tests and electrochemical measurements. The results reveal that WC grain size governs coating microstructural integrity, mechanical properties, and corrosion resistance. Among the three ",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0085,ZrN,ZrN coating corrosion,Tailoring the performance of DLC coatings through interlayer engineering.,,2025.0,10.1038/s41598-025-19613-3,https://doi.org/10.1038/s41598-025-19613-3,"Diamond-like carbon (DLC) coatings have been widely studied for their exceptional hardness, low friction, and excellent wear and corrosion resistance, making them highly attractive for biomedical and industrial applications. However, their practical implementation is often hindered by internal stress and poor adhesion to metallic substrates. In this study, the effect of interlayers including plasma nitriding (PN), zi",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0086,ZrN,ZrN coating corrosion,Self-adaptive ZrN coating enables stable acidic oxygen evolution on Co&lt;sub&gt;3&lt;/sub&gt;O&lt;sub&gt;4&lt;/sub&gt; through dynamic surface reconstruction.,,2026.0,10.1039/d5mh01453k,https://doi.org/10.1039/d5mh01453k,"The development of acid-stable, non-precious catalysts for the oxygen evolution reaction (OER) remains a critical challenge for proton exchange membrane water electrolyzers (PEMWEs). While Co3O4 shows promising OER activity, its rapid dissolution in acidic media severely limits practical application. Here, we design a self-adaptive protection strategy by depositing ZrN coatings on Co3O4 precursor via magnetron sputte",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0087,HfN,HfN coating corrosion,Preparation of hafnium nitride-coated titanium implants by magnetron sputtering technology and evaluation of their antibacterial properties and biocompatibility.,,2025.0,10.1515/biol-2025-1132,https://doi.org/10.1515/biol-2025-1132,"Hafnium nitride (HfN) coatings with different thicknesses and various composition ratios were successfully fabricated on the surface of titanium alloys by magnetron sputtering, and their antibacterial properties and biocompatibility were evaluated. The structures of the coatings were characterized by X-ray diffraction (XRD; DX-2700BH diffractometer) in symmetric θ-2θ scanning mode. The surface morphologies of the coa",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0088,HfN,HfN coating corrosion,Transition-Metal Nitrides for High-Temperature Structural Colors.,,2025.0,10.1021/acsami.5c01561,https://doi.org/10.1021/acsami.5c01561,"Transition-metal nitrides (TMNs), such as hafnium nitride (HfN), titanium nitride (TiN), and zirconium nitride (ZrN), have emerged as highly promising materials in photonics and plasmonics, drawing significant interest due to their optical properties comparable to those of conventional plasmonic materials like Ag and Ag, with remarkable thermal and chemical stability. While TMNs possess high bulk melting points and i",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0089,AlCrN,AlCrN coating corrosion,Effect of Gradient Layer Induced by Laser Shock Peening on Adhesion and Wear Resistance of AlCrN Coatings on TC4 Titanium Alloy.,,2026.0,10.3390/ma19030608,https://doi.org/10.3390/ma19030608,"To address the inherent defects in the fabrication of AlCrN titanium alloy coatings and enhance interfacial bonding strength as well as tribological performance, an AlCrN coating was employed as an absorption layer and subjected to laser shock processing to form an AlCrN/TC4 transition layer. Subsequently, a secondary AlCrN coating was deposited to construct a gradient coating architecture. The surface and cross-sect",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0090,AlCrN,AlCrN coating corrosion,The Effect of Novel Support Layer by Titanium-Modified Plasma Nitriding on the Performance of AlCrN Coating.,,2025.0,10.3390/ma18174186,https://doi.org/10.3390/ma18174186,"In order to obtain a gradient coating with excellent performance, novel titanium-modified plasma nitriding was primarily used as a support layer for the PVD coating of 38CrMoAl steel. The samples were subjected to titanium-modified plasma nitriding by placing sponge titanium around the samples, resulting in a thicker ductile diffusion layer and a thinner and denser compound layer. The research results showed that thi",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0091,CrAlN,CrAlN coating corrosion,Effect of H13 Surface Roughness on the Microstructure and Initial Corrosion Behavior of CrAlN Coatings,,2026.0,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12985818/?tool=EBI,,Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0092,CrAlN,CrAlN coating corrosion,Effect of H13 Surface Roughness on the Microstructure and Initial Corrosion Behavior of CrAlN Coatings.,,2026.0,10.3390/ma19051005,https://doi.org/10.3390/ma19051005,"This study investigates the influence of H13 steel substrate surface roughness on the corrosion behavior of CrAlN coatings in a 3.5 wt.% NaCl solution. The interfacial structure of the coatings and the evolution of corrosion products were characterized using electrochemical techniques, X-ray photoelectron spectroscopy (XPS), and scanning electron microscopy (SEM). Results indicate that reducing the substrate surface ",Europe PMC 文献元数据,Europe PMC 检索命中，需人工复核材料体系、实验条件和全文,文献线索，需人工复核题名、摘要、全文和实验条件,,,,,
LIT-MULTI-0093,TiN,TiN coating corrosion NaCl,An Electrochemical Based Investigation of Corrosion Inhibit Hydrophobic Ptfe Decorated Tin Coating in Dilute Nacl Solution,SSRN Electronic Journal,2022.0,10.2139/ssrn.4135089,https://doi.org/10.2139/ssrn.4135089,,Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,Elsevier BV,1556-5068,,,
LIT-MULTI-0094,TiN,TiN coating corrosion NaCl,Corrosion characterization of tin–lead and lead free solders in 3.5wt.% NaCl solution,Corrosion Science,2008.0,10.1016/j.corsci.2007.11.025,https://doi.org/10.1016/j.corsci.2007.11.025,,Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,Elsevier BV,0010-938X,,,
LIT-MULTI-0095,TiN,TiN coating corrosion,The effect of TiN coating on erosion–corrosion resistance of α-Ti alloy in saline slurry,Corrosion Science,2000.0,10.1016/s0010-938x(99)00050-5,https://doi.org/10.1016/s0010-938x(99)00050-5,,Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,Elsevier BV,0010-938X,,,
LIT-MULTI-0096,TiN,TiN coating corrosion,Corrosion of TiN Coating in High-Temperature Demineralized Water,Zairyo-to-Kankyo,1992.0,10.3323/jcorr1991.41.385,https://doi.org/10.3323/jcorr1991.41.385,,Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,Japan Society of Corrosion Engineering,0917-0480|1881-9664,,,
LIT-MULTI-0097,TiN,TiN coating corrosion,Corrosion Behavior of TiN/CrN Nanoscale Multi-layered Coating in Ringer's Solution,International Journal of Engineering,2020.0,10.5829/ije.2020.33.02b.18,https://doi.org/10.5829/ije.2020.33.02b.18,,Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,International Digital Organization for Scientific Information (IDOSI),1728-144X|1735-9244,,,
LIT-MULTI-0098,TiN,titanium nitride coating corrosion,Impeding corrosion of sintered NdFeB magnets with titanium nitride coating,Materials and Corrosion,2010.0,10.1002/maco.200905265,https://doi.org/10.1002/maco.200905265,AbstractSintered NdFeB magnets have poor corrosion resistance that renders them susceptible to corrosion in industrial and marine environments. This paper evaluates the properties of cathodic arc physical vapour deposited (CAPVD) titanium nitride coating for corrosion protection of sintered NdFeB permanent magnets. The performance of titanium nitride coating has been compared to the electrodeposited nickel–copper–nic,Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,Wiley,0947-5117|1521-4176,,,
LIT-MULTI-0099,TiN,titanium nitride coating corrosion,Corrosion Behavior of Coatings of Titanium Nitride and Titanium-Titanium Nitride on Steel Substrates,Corrosion,2006.0,10.5006/1.3278263,https://doi.org/10.5006/1.3278263,"It is well known that titanium nitride (TiN) coatings produced by physical vapor deposition (PVD) have a limited corrosion resistance, as a result of their intrinsic porosity. Some attempts have been made to improve corrosion resistance, by such measures as increasing film thickness. The deposition of Ti inter-layers are known to improve not only corrosion resistance but also adherence, probably because the oxygen pr",Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,Association for Materials Protection and Performance (AMPP),0010-9312|1938-159X,,,
LIT-MULTI-0100,TiN,titanium nitride coating corrosion,Titanium nitride oxide coating on rough titanium stimulates the proliferation of human primary osteoblasts,Clinical Oral Implants Research,2011.0,10.1111/j.1600-0501.2010.02033.x,https://doi.org/10.1111/j.1600-0501.2010.02033.x,,Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,Wiley,0905-7161,,,
LIT-MULTI-0101,CrN,CrN coating corrosion,Corrosion of CrN Coating in High-Temperature Demineralized Water,Zairyo-to-Kankyo,1993.0,10.3323/jcorr1991.42.508,https://doi.org/10.3323/jcorr1991.42.508,,Crossref DOI期刊论文候选,按 DOI、期刊名和材料题名相关性筛选，接近 SCI 检索入口；是否 SCI 收录需 Web of Science 人工复核,SCI 候选文献线索，尚未完成 Web of Science 收录核验、全文精读和实验指标抽取,Japan Society of Corrosion Engineering,0917-0480|1881-9664,,,
